code;classification
D05AA;Препараты, содержащие деготь
D05AC;Производные антрацена
D05AC01;Dithranol
D05AC51;Дитранол в комбинации с другими препаратами
D05AD;Псоралены для наружного применения
D05AD01;Trioxysalen
D05AD02;Methoxsalen
D05AX;Прочие препараты для лечения псориаза для наружного применения
D05AX01;Fumaric acid
D05AX02;Calcipotriol
D05AX03;Calcitriol
D05AX04;Tacalcitol
D05AX05;Tazarotene
D05AX52;Кальципотриол в комбинации с другими препаратами
D05B;Препараты для лечения псориаза для системного применения
D05BA;Псоралены для системного применения
D05BA01;Trioxysalen
D05BA02;Methoxsalen
D05BA03;Bergapten
D05BB;Ретиноиды для лечения псориаза
D05BB01;Etretinate
D05BB02;Acitretin
D05BX;Прочие препараты для лечения псориаза для системного применения
D05BX51;Производные фумаровой кислоты в комбинации с другими препаратами
D06;Противомикробные препараты для лечения заболеваний кожи
D06A;Антибиотики для наружного применения
D06AA;Тетрациклин и его производные
D06AA01;Demeclocycline
D06AA02;Chlortetracycline
D06AA03;Oxytetracycline
D06AA04;Tetracycline
D06AX;Прочие антибиотики для наружного применения
D06AX01;Fusidic acid
D06AX02;Chloramphenicol
D06AX04;Neomycin
D06AX05;Bacitracin
D06AX07;Gentamicin
D06AX08;Tyrothricin
D06AX09;Mupirocin
D06AX10;Virginiamycin
D06AX11;Rifaximin
D06AX12;Amikacin
D06AX13;Retapamulin
D06B;Другие противомикробные препараты для наружного применения
D06BA;Сульфаниламиды
D06BA01;Silver sulfadiazine
D06BA02;Sulfathiazole
D06BA03;Mafenide
D06BA04;Sulfamethizole
D06BA05;Sulfanilamide
D06BA06;sulfamerazine
D06BA51;Сульфадиазин серебра в комбинации с другими препаратами
D06BB;Противовирусные препараты
D06BB01;Idoxuridine
D06BB02;Tromantadine
D06BB03;Aciclovir
D06BB04;Podophyllotoxin
D06BB05;Inosine
D06BB06;Penciclovir
D06BB07;Lysozyme
D06BB08;Ibacitabine
D06BB09;Edoxudine
D06BB10;Imiquimod
D06BB11;Docosanol
D06BB53;Ацикловир в комбинации с другими препаратами
D06BX;Прочие противомикробные препараты
D06BX01;Metronidazole
D06C;Антибиотики в комбинации с другими противомикробными препаратами
D07;Кортикостероиды для лечения заболеваний кожи для наружного применения
D07A;Кортикостероиды
D07AA;Кортикостероиды слабоактивные (группа I)
D07AA01;Methylprednisolone
D07AA02;Hydrocortisone
D07AA03;Prednisolone
D07AB;Кортикостероиды умеренноактивные (группа II)
D07AB01;Clobetasone
D07AB02;Hydrocortisone butyrate
D07AB03;Flumetasone
D07AB04;Fluocortin
D07AB05;Fluperolone
D07AB06;Fluorometholone
D07AB07;Fluprednidene
D07AB08;Desonide
D07AB09;Triamcinolone
D07AB10;Alclometasone
D07AB11;Hydrocortisone buteprate
D07AB19;Dexamethasone
D07AB21;Clocortolone
D07AB30;Комбинация кортикостероидов для наружного применения
D07AC;Кортикостероиды высокоактивные (группа III)
D07AC01;Betamethasone
D07AC02;Fluclorolone
D07AC03;Desoximetasone
D07AC04;Fluocinolone acetonide
D07AC05;Fluocortolone
D07AC06;Diflucortolone
D07AC07;Fludroxycortide
D07AC08;Fluocinonide
D07AC09;Budesonide
D07AC10;Diflorasone
D07AC11;Amcinonide
D07AC12;Halometasone
D07AC13;Mometasone
D07AC14;Methylprednisolone aceponate
D07AC15;Beclometasone
D07AC16;Hydrocortisone aceponate
D07AC17;Fluticasone
D07AC18;Prednicarbate
D07AC19;Difluprednate
D07AC21;Ulobetasol
D07AD;Кортикостероиды очень высокоактивные (группа IV)
D07AD01;Clobetasol
D07AD02;Halcinonide
D07B;Кортикостероиды в комбинации с антисептиками
D07BA;Кортикостероиды слабоактивные в комбинации с антисептиками
D07BA01;Преднизолон в комбинации с антисептиками
D07BA04;Гидрокортизон в комбинации с антисептиками
D07BB;Кортикостероиды умеренноактивные в комбинации с антисептиками
D07BB01;Флуметазон в комбинации с антисептиками
D07BB02;Десонид в комбинации с антисептиками
D07BB03;Триамцинолон в комбинации с антисептиками
D07BB04;Гидрокортизона бутират в комбинации с антисептиками
D07BC;Кортикостероиды высокоактивные в комбинации с антисептиками
D07BC01;Бетаметазон в комбинации с антисептиками
D07BC02;Флуоцинолон ацетонид в комбинации с антисептиками
